"outcome","data","contrast","trainsVsFull","rescale","algorithm","cvCorr"
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.0164807331626077
"neoN5","IAPS","controlCond","full","nocen","pcr",0.0167923704663193
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.0943259989858567
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.112542458837757
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.0741949886392026
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.0527689713320302
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.110938560619782
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.073146785284065
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.0219610017476407
"neoN5","IAPS","controlCond","full","nocen","pcr",-0.096235702665373
"neoN5","IAPS","controlCond","full","nocen","pls",0.0136553550837646
"neoN5","IAPS","controlCond","full","nocen","pls",0.0846537634466539
"neoN5","IAPS","controlCond","full","nocen","pls",0.0971276246843392
"neoN5","IAPS","controlCond","full","nocen","pls",-0.0116775632666398
"neoN5","IAPS","controlCond","full","nocen","pls",-0.0188447887220355
"neoN5","IAPS","controlCond","full","nocen","pls",0.014980039590624
"neoN5","IAPS","controlCond","full","nocen","pls",-0.111082096754532
"neoN5","IAPS","controlCond","full","nocen","pls",-0.0961001816764082
"neoN5","IAPS","controlCond","full","nocen","pls",-0.0583584946079036
"neoN5","IAPS","controlCond","full","nocen","pls",-0.174349019363777
"neoN5","IAPS","controlCond","full","nocen","svr",-0.0542920113074629
"neoN5","IAPS","controlCond","full","nocen","svr",-0.156824472944693
"neoN5","IAPS","controlCond","full","nocen","svr",0.00653258447056623
"neoN5","IAPS","controlCond","full","nocen","svr",-0.0368485263031297
"neoN5","IAPS","controlCond","full","nocen","svr",-0.22709747948688
"neoN5","IAPS","controlCond","full","nocen","svr",-0.0526685009341759
"neoN5","IAPS","controlCond","full","nocen","svr",-0.0315580635899849
"neoN5","IAPS","controlCond","full","nocen","svr",-0.0759183614011924
"neoN5","IAPS","controlCond","full","nocen","svr",0.00780554638423779
"neoN5","IAPS","controlCond","full","nocen","svr",-0.143290091442102
"neoN5","IAPS","controlCond","full","nocen","rf",0.181860304884786
"neoN5","IAPS","controlCond","full","nocen","rf",0.265152407947191
"neoN5","IAPS","controlCond","full","nocen","rf",0.0562597062684398
"neoN5","IAPS","controlCond","full","nocen","rf",0.207815461125139
"neoN5","IAPS","controlCond","full","nocen","rf",0.149082108913952
"neoN5","IAPS","controlCond","full","nocen","rf",0.265683854267025
"neoN5","IAPS","controlCond","full","nocen","rf",0.00386119620026203
"neoN5","IAPS","controlCond","full","nocen","rf",0.264163961247653
"neoN5","IAPS","controlCond","full","nocen","rf",0.240664781063778
"neoN5","IAPS","controlCond","full","nocen","rf",0.0737069908892054
"neoN5","IAPS","controlCond","full","zscor","pcr",0.0109550662943302
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.171297897149086
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.0494207500795074
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.160270646340355
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.193935465001143
"neoN5","IAPS","controlCond","full","zscor","pcr",0.142702314997985
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.171754252083733
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.0677008115475187
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.26343083482056
"neoN5","IAPS","controlCond","full","zscor","pcr",-0.0848466004737458
"neoN5","IAPS","controlCond","full","zscor","pls",-0.103078875742087
"neoN5","IAPS","controlCond","full","zscor","pls",-0.106947427217994
"neoN5","IAPS","controlCond","full","zscor","pls",0.0592929054394487
"neoN5","IAPS","controlCond","full","zscor","pls",0.161833592409367
"neoN5","IAPS","controlCond","full","zscor","pls",0.20280390895192
"neoN5","IAPS","controlCond","full","zscor","pls",-0.00827492966873825
"neoN5","IAPS","controlCond","full","zscor","pls",-0.00807010131645131
"neoN5","IAPS","controlCond","full","zscor","pls",-0.190236767872056
"neoN5","IAPS","controlCond","full","zscor","pls",0.231205158462356
"neoN5","IAPS","controlCond","full","zscor","pls",0.143491164486373
"neoN5","IAPS","controlCond","full","zscor","svr",0.0744407258790999
"neoN5","IAPS","controlCond","full","zscor","svr",-0.220054581715311
"neoN5","IAPS","controlCond","full","zscor","svr",-0.227281407690423
"neoN5","IAPS","controlCond","full","zscor","svr",-0.198715388166947
"neoN5","IAPS","controlCond","full","zscor","svr",0.0037529512868634
"neoN5","IAPS","controlCond","full","zscor","svr",-0.119129726662211
"neoN5","IAPS","controlCond","full","zscor","svr",-0.15983604960631
"neoN5","IAPS","controlCond","full","zscor","svr",-0.0524847548888156
"neoN5","IAPS","controlCond","full","zscor","svr",-0.0653483413837414
"neoN5","IAPS","controlCond","full","zscor","svr",-0.0852739199368132
"neoN5","IAPS","controlCond","full","zscor","rf",-0.0601036439105253
"neoN5","IAPS","controlCond","full","zscor","rf",-0.0308388888417707
"neoN5","IAPS","controlCond","full","zscor","rf",0.0185267893296771
"neoN5","IAPS","controlCond","full","zscor","rf",0.142922937520398
"neoN5","IAPS","controlCond","full","zscor","rf",0.05432319658709
"neoN5","IAPS","controlCond","full","zscor","rf",-0.177936111051179
"neoN5","IAPS","controlCond","full","zscor","rf",0.205061884403194
"neoN5","IAPS","controlCond","full","zscor","rf",-0.181221131154624
"neoN5","IAPS","controlCond","full","zscor","rf",-0.268294432259116
"neoN5","IAPS","controlCond","full","zscor","rf",0.0648760654146694
"neoN5","IAPS","controlCond","train","cente","pcr",0.103213302978619
"neoN5","IAPS","controlCond","train","cente","pcr",0.0480421022057206
"neoN5","IAPS","controlCond","train","cente","pcr",-0.264813311925416
"neoN5","IAPS","controlCond","train","cente","pcr",0.171182041385828
"neoN5","IAPS","controlCond","train","cente","pcr",0.307806296130437
"neoN5","IAPS","controlCond","train","cente","pcr",0.218349449207168
"neoN5","IAPS","controlCond","train","cente","pcr",-0.082250633589177
"neoN5","IAPS","controlCond","train","cente","pcr",0.442437589932675
"neoN5","IAPS","controlCond","train","cente","pcr",0.0662812951966018
"neoN5","IAPS","controlCond","train","cente","pcr",-0.108334277098831
"neoN5","IAPS","controlCond","train","cente","pls",0.21642205263622
"neoN5","IAPS","controlCond","train","cente","pls",-0.126575857486369
"neoN5","IAPS","controlCond","train","cente","pls",0.113796799199093
"neoN5","IAPS","controlCond","train","cente","pls",0.00867895527895117
"neoN5","IAPS","controlCond","train","cente","pls",-0.0340003256491766
"neoN5","IAPS","controlCond","train","cente","pls",-0.098244657953572
"neoN5","IAPS","controlCond","train","cente","pls",0.0951666129462616
"neoN5","IAPS","controlCond","train","cente","pls",0.218777762798279
"neoN5","IAPS","controlCond","train","cente","pls",0.102326718433698
"neoN5","IAPS","controlCond","train","cente","pls",-0.0154198719650772
"neoN5","IAPS","controlCond","train","cente","svr",0.102659511116885
"neoN5","IAPS","controlCond","train","cente","svr",-0.0220391450586365
"neoN5","IAPS","controlCond","train","cente","svr",0.162534828499998
"neoN5","IAPS","controlCond","train","cente","svr",0.112529411613493
"neoN5","IAPS","controlCond","train","cente","svr",0.0512317122391237
"neoN5","IAPS","controlCond","train","cente","svr",0.172389645750962
"neoN5","IAPS","controlCond","train","cente","svr",0.093206713752399
"neoN5","IAPS","controlCond","train","cente","svr",-0.0700802410542596
"neoN5","IAPS","controlCond","train","cente","svr",0.185370822523936
"neoN5","IAPS","controlCond","train","cente","svr",-0.0802141569778376
"neoN5","IAPS","controlCond","train","cente","rf",0.125040663004253
"neoN5","IAPS","controlCond","train","cente","rf",-0.043864185725407
"neoN5","IAPS","controlCond","train","cente","rf",-0.136384862270779
"neoN5","IAPS","controlCond","train","cente","rf",0.14456951416635
"neoN5","IAPS","controlCond","train","cente","rf",0.176681938834001
"neoN5","IAPS","controlCond","train","cente","rf",0.012028600021237
"neoN5","IAPS","controlCond","train","cente","rf",-0.113224582788798
"neoN5","IAPS","controlCond","train","cente","rf",0.273827182542359
"neoN5","IAPS","controlCond","train","cente","rf",0.0375790724309791
"neoN5","IAPS","controlCond","train","cente","rf",-0.0400749866381327
"neoN5","IAPS","controlCond","train","nocen","pcr",0.146542766423242
"neoN5","IAPS","controlCond","train","nocen","pcr",0.221063646083604
"neoN5","IAPS","controlCond","train","nocen","pcr",0.0872159292932063
"neoN5","IAPS","controlCond","train","nocen","pcr",0.148453017342741
"neoN5","IAPS","controlCond","train","nocen","pcr",-0.0359933044393658
"neoN5","IAPS","controlCond","train","nocen","pcr",0.134349273132299
"neoN5","IAPS","controlCond","train","nocen","pcr",0.177480500910525
"neoN5","IAPS","controlCond","train","nocen","pcr",0.175672479789401
"neoN5","IAPS","controlCond","train","nocen","pcr",0.324766358589256
"neoN5","IAPS","controlCond","train","nocen","pcr",0.0609814495577686
"neoN5","IAPS","controlCond","train","nocen","pls",-0.0125175597062098
"neoN5","IAPS","controlCond","train","nocen","pls",0.117120864065869
"neoN5","IAPS","controlCond","train","nocen","pls",-0.148511927762869
"neoN5","IAPS","controlCond","train","nocen","pls",-0.248051428705639
"neoN5","IAPS","controlCond","train","nocen","pls",0.0747497203535518
"neoN5","IAPS","controlCond","train","nocen","pls",0.277080378670204
"neoN5","IAPS","controlCond","train","nocen","pls",-0.0529746952886809
"neoN5","IAPS","controlCond","train","nocen","pls",0.255103509378517
"neoN5","IAPS","controlCond","train","nocen","pls",0.00394073585948562
"neoN5","IAPS","controlCond","train","nocen","pls",0.118652296969295
"neoN5","IAPS","controlCond","train","nocen","svr",-0.142485685741288
"neoN5","IAPS","controlCond","train","nocen","svr",0.16070655620431
"neoN5","IAPS","controlCond","train","nocen","svr",0.165477483490384
"neoN5","IAPS","controlCond","train","nocen","svr",0.144617194065711
"neoN5","IAPS","controlCond","train","nocen","svr",0.0358739293030981
"neoN5","IAPS","controlCond","train","nocen","svr",0.149974349841621
"neoN5","IAPS","controlCond","train","nocen","svr",0.0512566650069087
"neoN5","IAPS","controlCond","train","nocen","svr",0.146255827260596
"neoN5","IAPS","controlCond","train","nocen","svr",0.0677427204067364
"neoN5","IAPS","controlCond","train","nocen","svr",0.0861683012955062
"neoN5","IAPS","controlCond","train","nocen","rf",0.213491393678881
"neoN5","IAPS","controlCond","train","nocen","rf",0.118439733596086
"neoN5","IAPS","controlCond","train","nocen","rf",-0.112167270711986
"neoN5","IAPS","controlCond","train","nocen","rf",0.158870190022647
"neoN5","IAPS","controlCond","train","nocen","rf",-0.117646682115766
"neoN5","IAPS","controlCond","train","nocen","rf",0.253199227623083
"neoN5","IAPS","controlCond","train","nocen","rf",0.0470034170950197
"neoN5","IAPS","controlCond","train","nocen","rf",0.200506354693309
"neoN5","IAPS","controlCond","train","nocen","rf",0.165809643853668
"neoN5","IAPS","controlCond","train","nocen","rf",0.05765354019946
"neoN5","IAPS","controlCond","train","zscor","pcr",0.0965491492159244
"neoN5","IAPS","controlCond","train","zscor","pcr",-0.0420788963856478
"neoN5","IAPS","controlCond","train","zscor","pcr",0.13984802323096
"neoN5","IAPS","controlCond","train","zscor","pcr",0.281910678183855
"neoN5","IAPS","controlCond","train","zscor","pcr",-0.180266538264951
"neoN5","IAPS","controlCond","train","zscor","pcr",0.373405758560586
"neoN5","IAPS","controlCond","train","zscor","pcr",0.101874703509479
"neoN5","IAPS","controlCond","train","zscor","pcr",-0.000771321592089943
"neoN5","IAPS","controlCond","train","zscor","pcr",0.0638440667399558
"neoN5","IAPS","controlCond","train","zscor","pcr",0.010269883182533
"neoN5","IAPS","controlCond","train","zscor","pls",-0.118812639940583
"neoN5","IAPS","controlCond","train","zscor","pls",0.272655077346399
"neoN5","IAPS","controlCond","train","zscor","pls",0.0677959914833446
"neoN5","IAPS","controlCond","train","zscor","pls",0.181401163543521
"neoN5","IAPS","controlCond","train","zscor","pls",0.120312380091197
"neoN5","IAPS","controlCond","train","zscor","pls",-0.132968713741406
"neoN5","IAPS","controlCond","train","zscor","pls",-0.153601018906512
"neoN5","IAPS","controlCond","train","zscor","pls",0.0356326859086857
"neoN5","IAPS","controlCond","train","zscor","pls",0.0424319223819302
"neoN5","IAPS","controlCond","train","zscor","pls",-0.0284470988047414
"neoN5","IAPS","controlCond","train","zscor","svr",0.111570696954988
"neoN5","IAPS","controlCond","train","zscor","svr",0.0731175313320336
"neoN5","IAPS","controlCond","train","zscor","svr",0.166518887253066
"neoN5","IAPS","controlCond","train","zscor","svr",-0.270244052210416
"neoN5","IAPS","controlCond","train","zscor","svr",0.192130178109763
"neoN5","IAPS","controlCond","train","zscor","svr",0.293778080384589
"neoN5","IAPS","controlCond","train","zscor","svr",0.0893562466078711
"neoN5","IAPS","controlCond","train","zscor","svr",0.0680813616347927
"neoN5","IAPS","controlCond","train","zscor","svr",-0.0365050377379391
"neoN5","IAPS","controlCond","train","zscor","svr",0.156053643218095
"neoN5","IAPS","controlCond","train","zscor","rf",-0.0991087378661564
"neoN5","IAPS","controlCond","train","zscor","rf",0.243756756089439
"neoN5","IAPS","controlCond","train","zscor","rf",0.0729913981928108
"neoN5","IAPS","controlCond","train","zscor","rf",0.209927138408102
"neoN5","IAPS","controlCond","train","zscor","rf",0.135782125782437
"neoN5","IAPS","controlCond","train","zscor","rf",-0.114409921608071
"neoN5","IAPS","controlCond","train","zscor","rf",-0.0623138965618649
"neoN5","IAPS","controlCond","train","zscor","rf",0.3217780875617
"neoN5","IAPS","controlCond","train","zscor","rf",-0.00789162849771719
"neoN5","IAPS","controlCond","train","zscor","rf",-0.0851235758352405
"neoN5","PFA","implBaseline","full","cente","pcr",-0.0851730233633594
"neoN5","PFA","implBaseline","full","cente","pcr",0.0129430805981814
"neoN5","PFA","implBaseline","full","cente","pcr",0.139330240185912
"neoN5","PFA","implBaseline","full","cente","pcr",-0.140655985556488
"neoN5","PFA","implBaseline","full","cente","pcr",-0.000677221632433348
"neoN5","PFA","implBaseline","full","cente","pcr",-0.0494141719056835
"neoN5","PFA","implBaseline","full","cente","pcr",0.108307736532012
"neoN5","PFA","implBaseline","full","cente","pcr",0.0971474396135511
"neoN5","PFA","implBaseline","full","cente","pcr",0.029810631910465
"neoN5","PFA","implBaseline","full","cente","pcr",-0.143878867452984
"neoN5","PFA","implBaseline","full","cente","pls",0.0685443319654142
"neoN5","PFA","implBaseline","full","cente","pls",-0.174830823320064
"neoN5","PFA","implBaseline","full","cente","pls",-0.0682412290846161
"neoN5","PFA","implBaseline","full","cente","pls",0.018709020502466
"neoN5","PFA","implBaseline","full","cente","pls",0.0560713895074668
"neoN5","PFA","implBaseline","full","cente","pls",-0.0587548766149136
"neoN5","PFA","implBaseline","full","cente","pls",-0.115214868668715
"neoN5","PFA","implBaseline","full","cente","pls",0.00981940682123763
"neoN5","PFA","implBaseline","full","cente","pls",0.0578190841480769
"neoN5","PFA","implBaseline","full","cente","pls",0.0996042730313577
"neoN5","PFA","implBaseline","full","cente","svr",-0.230680452258824
"neoN5","PFA","implBaseline","full","cente","svr",-0.0294045709659018
"neoN5","PFA","implBaseline","full","cente","svr",0.0260564211843124
"neoN5","PFA","implBaseline","full","cente","svr",-0.0195669780601016
"neoN5","PFA","implBaseline","full","cente","svr",-0.130086438943318
"neoN5","PFA","implBaseline","full","cente","svr",-0.0374357619903305
"neoN5","PFA","implBaseline","full","cente","svr",-0.000734560924602546
"neoN5","PFA","implBaseline","full","cente","svr",-0.106121301091616
"neoN5","PFA","implBaseline","full","cente","svr",-0.0641006775297101
"neoN5","PFA","implBaseline","full","cente","svr",-0.0818080495255062
"neoN5","PFA","implBaseline","full","cente","rf",0.0672113068036752
"neoN5","PFA","implBaseline","full","cente","rf",0.142035604859503
"neoN5","PFA","implBaseline","full","cente","rf",-0.00893664283605223
"neoN5","PFA","implBaseline","full","cente","rf",0.089064021708143
"neoN5","PFA","implBaseline","full","cente","rf",0.0416043205581005
"neoN5","PFA","implBaseline","full","cente","rf",0.05653883811546
"neoN5","PFA","implBaseline","full","cente","rf",0.0899475784603423
"neoN5","PFA","implBaseline","full","cente","rf",-0.0851347937831633
"neoN5","PFA","implBaseline","full","cente","rf",0.0408860773754418
"neoN5","PFA","implBaseline","full","cente","rf",0.0214592506778648
"neoN5","PFA","implBaseline","full","nocen","pcr",0.0786582958088189
"neoN5","PFA","implBaseline","full","nocen","pcr",0.183856832725113
"neoN5","PFA","implBaseline","full","nocen","pcr",0.110058064906252
"neoN5","PFA","implBaseline","full","nocen","pcr",0.0415160527466533
"neoN5","PFA","implBaseline","full","nocen","pcr",0.0339757531006947
"neoN5","PFA","implBaseline","full","nocen","pcr",-0.0909228779613926
"neoN5","PFA","implBaseline","full","nocen","pcr",-0.179424241091005
"neoN5","PFA","implBaseline","full","nocen","pcr",-0.0334874661611763
"neoN5","PFA","implBaseline","full","nocen","pcr",-0.0046304253888255
"neoN5","PFA","implBaseline","full","nocen","pcr",0.222518588884199
"neoN5","PFA","implBaseline","full","nocen","pls",0.0236520829319112
"neoN5","PFA","implBaseline","full","nocen","pls",-0.151178611081957
"neoN5","PFA","implBaseline","full","nocen","pls",-0.0706772800212569
"neoN5","PFA","implBaseline","full","nocen","pls",-0.140953296177816
"neoN5","PFA","implBaseline","full","nocen","pls",0.185105347379845
"neoN5","PFA","implBaseline","full","nocen","pls",0.0107109474631039
"neoN5","PFA","implBaseline","full","nocen","pls",-0.0780017175539765
"neoN5","PFA","implBaseline","full","nocen","pls",-0.0896757605528789
"neoN5","PFA","implBaseline","full","nocen","pls",-0.0701945494031389
"neoN5","PFA","implBaseline","full","nocen","pls",0.115234134457645
"neoN5","PFA","implBaseline","full","nocen","svr",-0.0943954894632426
"neoN5","PFA","implBaseline","full","nocen","svr",-0.0884916284298062
"neoN5","PFA","implBaseline","full","nocen","svr",-0.15380344098192
"neoN5","PFA","implBaseline","full","nocen","svr",-0.10864701164027
"neoN5","PFA","implBaseline","full","nocen","svr",-0.0560418852306379
"neoN5","PFA","implBaseline","full","nocen","svr",0.0224641806033826
"neoN5","PFA","implBaseline","full","nocen","svr",0.0672349603358531
"neoN5","PFA","implBaseline","full","nocen","svr",0.00870304007438214
"neoN5","PFA","implBaseline","full","nocen","svr",-0.102382679845375
"neoN5","PFA","implBaseline","full","nocen","svr",-0.0550706228955699
"neoN5","PFA","implBaseline","full","nocen","rf",-0.0457988245640723
"neoN5","PFA","implBaseline","full","nocen","rf",-0.0452286099203427
"neoN5","PFA","implBaseline","full","nocen","rf",0.0680487809026375
"neoN5","PFA","implBaseline","full","nocen","rf",0.153200499625511
"neoN5","PFA","implBaseline","full","nocen","rf",0.0108947749406161
"neoN5","PFA","implBaseline","full","nocen","rf",0.0718414352462391
"neoN5","PFA","implBaseline","full","nocen","rf",0.0101568034763791
"neoN5","PFA","implBaseline","full","nocen","rf",0.071465846471063
"neoN5","PFA","implBaseline","full","nocen","rf",0.0299194239024488
"neoN5","PFA","implBaseline","full","nocen","rf",-0.0351379629822222
"neoN5","PFA","implBaseline","full","zscor","pcr",0.07102799076206
"neoN5","PFA","implBaseline","full","zscor","pcr",0.109187430058417
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.141392928473287
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.018850095600406
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.162511621375701
"neoN5","PFA","implBaseline","full","zscor","pcr",0.0103696594249901
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.0208760113061158
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.0603021017916143
"neoN5","PFA","implBaseline","full","zscor","pcr",0.116037823574562
"neoN5","PFA","implBaseline","full","zscor","pcr",-0.167476714354605
"neoN5","PFA","implBaseline","full","zscor","pls",-0.021895261755597
"neoN5","PFA","implBaseline","full","zscor","pls",0.0336018226070726
"neoN5","PFA","implBaseline","full","zscor","pls",-0.184626687631509
"neoN5","PFA","implBaseline","full","zscor","pls",0.0752159328189076
"neoN5","PFA","implBaseline","full","zscor","pls",0.140863869623532
"neoN5","PFA","implBaseline","full","zscor","pls",0.0353063530661017
"neoN5","PFA","implBaseline","full","zscor","pls",-0.123175265186695
"neoN5","PFA","implBaseline","full","zscor","pls",0.105593930488554
"neoN5","PFA","implBaseline","full","zscor","pls",-0.0435578634455396
"neoN5","PFA","implBaseline","full","zscor","pls",-0.159633316981574
"neoN5","PFA","implBaseline","full","zscor","svr",0.0487556666095173
"neoN5","PFA","implBaseline","full","zscor","svr",-0.0432290234459753
"neoN5","PFA","implBaseline","full","zscor","svr",0.00377712895273336
"neoN5","PFA","implBaseline","full","zscor","svr",-0.00953608805607255
"neoN5","PFA","implBaseline","full","zscor","svr",0.0299284317598749
"neoN5","PFA","implBaseline","full","zscor","svr",-0.0581192309967667
"neoN5","PFA","implBaseline","full","zscor","svr",-0.166250571253116
"neoN5","PFA","implBaseline","full","zscor","svr",0.0827394786135954
"neoN5","PFA","implBaseline","full","zscor","svr",0.0251917165628339
"neoN5","PFA","implBaseline","full","zscor","svr",-0.14960551485506
"neoN5","PFA","implBaseline","full","zscor","rf",0.0659866743715718
"neoN5","PFA","implBaseline","full","zscor","rf",-0.0309117894431827
"neoN5","PFA","implBaseline","full","zscor","rf",-0.139681696838942
"neoN5","PFA","implBaseline","full","zscor","rf",-0.0328057308981176
"neoN5","PFA","implBaseline","full","zscor","rf",0.0141771890429923
"neoN5","PFA","implBaseline","full","zscor","rf",0.132638693065624
"neoN5","PFA","implBaseline","full","zscor","rf",0.00239200375141706
"neoN5","PFA","implBaseline","full","zscor","rf",0.0708213205324138
"neoN5","PFA","implBaseline","full","zscor","rf",0.0127832094464953
"neoN5","PFA","implBaseline","full","zscor","rf",0.0403411645721031
"neoN5","PFA","implBaseline","train","cente","pcr",0.204379993142198
"neoN5","PFA","implBaseline","train","cente","pcr",0.105612432360367
"neoN5","PFA","implBaseline","train","cente","pcr",0.0460033217792615
"neoN5","PFA","implBaseline","train","cente","pcr",-0.143917453153535
"neoN5","PFA","implBaseline","train","cente","pcr",-0.139058923200725
"neoN5","PFA","implBaseline","train","cente","pcr",0.054508614112489
"neoN5","PFA","implBaseline","train","cente","pcr",-0.14302119281181
"neoN5","PFA","implBaseline","train","cente","pcr",0.104875556732074
"neoN5","PFA","implBaseline","train","cente","pcr",-0.100529696338671
"neoN5","PFA","implBaseline","train","cente","pcr",0.283686787109732
"neoN5","PFA","implBaseline","train","cente","pls",-0.029315285343486
"neoN5","PFA","implBaseline","train","cente","pls",-0.170140864883419
"neoN5","PFA","implBaseline","train","cente","pls",0.055909424603437
"neoN5","PFA","implBaseline","train","cente","pls",-0.0224322290277516
"neoN5","PFA","implBaseline","train","cente","pls",-0.0290724955566043
"neoN5","PFA","implBaseline","train","cente","pls",0.0267276081720626
"neoN5","PFA","implBaseline","train","cente","pls",0.157189670918152
"neoN5","PFA","implBaseline","train","cente","pls",-0.23514604484681
"neoN5","PFA","implBaseline","train","cente","pls",-0.115733068357938
"neoN5","PFA","implBaseline","train","cente","pls",0.147082014705202
"neoN5","PFA","implBaseline","train","cente","svr",0.0269330029232769
"neoN5","PFA","implBaseline","train","cente","svr",0.233410351861512
"neoN5","PFA","implBaseline","train","cente","svr",-0.00119078027595069
"neoN5","PFA","implBaseline","train","cente","svr",-0.0105765064188135
"neoN5","PFA","implBaseline","train","cente","svr",0.0355676431414763
"neoN5","PFA","implBaseline","train","cente","svr",0.0134644400640406
"neoN5","PFA","implBaseline","train","cente","svr",-0.0960100507142006
"neoN5","PFA","implBaseline","train","cente","svr",-0.0413807255033924
"neoN5","PFA","implBaseline","train","cente","svr",0.044575524427348
"neoN5","PFA","implBaseline","train","cente","svr",-0.0210823537678046
"neoN5","PFA","implBaseline","train","cente","rf",-0.248289992899857
"neoN5","PFA","implBaseline","train","cente","rf",-0.0470052505730926
"neoN5","PFA","implBaseline","train","cente","rf",-0.0823383074710549
"neoN5","PFA","implBaseline","train","cente","rf",0.00776048482855679
"neoN5","PFA","implBaseline","train","cente","rf",-0.0794072733776875
"neoN5","PFA","implBaseline","train","cente","rf",-0.0587149183435122
"neoN5","PFA","implBaseline","train","cente","rf",-0.0218068923779887
"neoN5","PFA","implBaseline","train","cente","rf",-0.0104130664674863
"neoN5","PFA","implBaseline","train","cente","rf",0.0152016499773748
"neoN5","PFA","implBaseline","train","cente","rf",0.118160559499363
"neoN5","PFA","implBaseline","train","nocen","pcr",-0.191012702639583
"neoN5","PFA","implBaseline","train","nocen","pcr",0.199611673226041
"neoN5","PFA","implBaseline","train","nocen","pcr",0.0871889812248945
"neoN5","PFA","implBaseline","train","nocen","pcr",0.0529051931416818
"neoN5","PFA","implBaseline","train","nocen","pcr",0.13801341531872
"neoN5","PFA","implBaseline","train","nocen","pcr",0.146566845241042
"neoN5","PFA","implBaseline","train","nocen","pcr",-0.00399652524230291
"neoN5","PFA","implBaseline","train","nocen","pcr",-0.0207712187283889
"neoN5","PFA","implBaseline","train","nocen","pcr",-0.105982717615955
"neoN5","PFA","implBaseline","train","nocen","pcr",0.272896394667158
"neoN5","PFA","implBaseline","train","nocen","pls",-0.308235677359931
"neoN5","PFA","implBaseline","train","nocen","pls",0.0971671299944155
"neoN5","PFA","implBaseline","train","nocen","pls",-0.0983077792727736
"neoN5","PFA","implBaseline","train","nocen","pls",-0.0393534845007381
"neoN5","PFA","implBaseline","train","nocen","pls",0.140787414204548
"neoN5","PFA","implBaseline","train","nocen","pls",-0.181961808104882
"neoN5","PFA","implBaseline","train","nocen","pls",-0.0647081806078077
"neoN5","PFA","implBaseline","train","nocen","pls",-0.0294226759436523
"neoN5","PFA","implBaseline","train","nocen","pls",-0.221191211312203
"neoN5","PFA","implBaseline","train","nocen","pls",-0.324801273985707
"neoN5","PFA","implBaseline","train","nocen","svr",0.102504246427389
"neoN5","PFA","implBaseline","train","nocen","svr",0.00462925567261853
"neoN5","PFA","implBaseline","train","nocen","svr",0.0252701340083896
"neoN5","PFA","implBaseline","train","nocen","svr",0.0441496362851386
"neoN5","PFA","implBaseline","train","nocen","svr",0.0714612522525974
"neoN5","PFA","implBaseline","train","nocen","svr",-0.0345488495779078
"neoN5","PFA","implBaseline","train","nocen","svr",-0.141366688174986
"neoN5","PFA","implBaseline","train","nocen","svr",-0.0131159660383984
"neoN5","PFA","implBaseline","train","nocen","svr",0.183848700108208
"neoN5","PFA","implBaseline","train","nocen","svr",0.00486610338796557
"neoN5","PFA","implBaseline","train","nocen","rf",0.1030782465046
"neoN5","PFA","implBaseline","train","nocen","rf",-0.155499344055591
"neoN5","PFA","implBaseline","train","nocen","rf",0.0422539905462415
"neoN5","PFA","implBaseline","train","nocen","rf",-0.137204741568132
"neoN5","PFA","implBaseline","train","nocen","rf",0.142903012903754
"neoN5","PFA","implBaseline","train","nocen","rf",-0.0803727155575888
"neoN5","PFA","implBaseline","train","nocen","rf",-0.0712335605552883
"neoN5","PFA","implBaseline","train","nocen","rf",-0.0807681758946196
"neoN5","PFA","implBaseline","train","nocen","rf",0.133584813516936
"neoN5","PFA","implBaseline","train","nocen","rf",0.14027566348746
"neoN5","PFA","implBaseline","train","zscor","pcr",0.00332419514999916
"neoN5","PFA","implBaseline","train","zscor","pcr",0.091389613217792
"neoN5","PFA","implBaseline","train","zscor","pcr",0.0948986293712891
"neoN5","PFA","implBaseline","train","zscor","pcr",-0.0253170185012407
"neoN5","PFA","implBaseline","train","zscor","pcr",0.322341753714017
"neoN5","PFA","implBaseline","train","zscor","pcr",-0.109710347905133
"neoN5","PFA","implBaseline","train","zscor","pcr",0.0555411544939131
"neoN5","PFA","implBaseline","train","zscor","pcr",0.0855542342364738
"neoN5","PFA","implBaseline","train","zscor","pcr",-0.159965358962527
"neoN5","PFA","implBaseline","train","zscor","pcr",0.228575357210312
"neoN5","PFA","implBaseline","train","zscor","pls",0.0220710882861544
