"outcome","data","contrast","trainsVsFull","rescale","algorithm","cvCorr"
"BDI","IAPS","implBaseline","full","cente","pcr",-0.0617679141338919
"BDI","IAPS","implBaseline","full","cente","pcr",-0.0431751573113583
"BDI","IAPS","implBaseline","full","cente","pcr",0.0468023500279872
"BDI","IAPS","implBaseline","full","cente","pcr",0.0172975183039385
"BDI","IAPS","implBaseline","full","cente","pcr",-0.0918598937232068
"BDI","IAPS","implBaseline","full","cente","pcr",0.00778100608791241
"BDI","IAPS","implBaseline","full","cente","pcr",-0.0111987114199471
"BDI","IAPS","implBaseline","full","cente","pcr",0.195346734829734
"BDI","IAPS","implBaseline","full","cente","pcr",0.106079654598484
"BDI","IAPS","implBaseline","full","cente","pcr",-0.0393977108663602
"BDI","IAPS","implBaseline","full","cente","pls",-0.100139476563012
"BDI","IAPS","implBaseline","full","cente","pls",-0.320487781171242
"BDI","IAPS","implBaseline","full","cente","pls",0.149041442109835
"BDI","IAPS","implBaseline","full","cente","pls",0.134726379115123
"BDI","IAPS","implBaseline","full","cente","pls",0.158494902891445
"BDI","IAPS","implBaseline","full","cente","pls",-0.0382703128077133
"BDI","IAPS","implBaseline","full","cente","pls",0.00815167391581337
"BDI","IAPS","implBaseline","full","cente","pls",-0.0482497659089176
"BDI","IAPS","implBaseline","full","cente","pls",-0.0302789545431407
"BDI","IAPS","implBaseline","full","cente","pls",0.00541135051832677
"BDI","IAPS","implBaseline","full","cente","svr",-0.268460832335426
"BDI","IAPS","implBaseline","full","cente","svr",-0.0324705895436924
"BDI","IAPS","implBaseline","full","cente","svr",0.130607077343736
"BDI","IAPS","implBaseline","full","cente","svr",-0.113728856781288
"BDI","IAPS","implBaseline","full","cente","svr",0.145129553209254
"BDI","IAPS","implBaseline","full","cente","svr",0.261601714733608
"BDI","IAPS","implBaseline","full","cente","svr",-0.164630001107667
"BDI","IAPS","implBaseline","full","cente","svr",0.154559259593836
"BDI","IAPS","implBaseline","full","cente","svr",0.0554521055652865
"BDI","IAPS","implBaseline","full","cente","svr",-0.0145191923326676
"BDI","IAPS","implBaseline","full","cente","rf",-0.0589010473903011
"BDI","IAPS","implBaseline","full","cente","rf",-0.054887444810849
"BDI","IAPS","implBaseline","full","cente","rf",-0.0996600302475277
"BDI","IAPS","implBaseline","full","cente","rf",-0.0954216897241166
"BDI","IAPS","implBaseline","full","cente","rf",0.00159179659420521
"BDI","IAPS","implBaseline","full","cente","rf",-0.0949088229701495
"BDI","IAPS","implBaseline","full","cente","rf",0.164173271414906
"BDI","IAPS","implBaseline","full","cente","rf",-0.0653566655162579
"BDI","IAPS","implBaseline","full","cente","rf",-0.0454056170537071
"BDI","IAPS","implBaseline","full","cente","rf",-0.0468286057952497
"BDI","IAPS","implBaseline","full","nocen","pcr",0.0928483868776626
"BDI","IAPS","implBaseline","full","nocen","pcr",-0.118865903680402
"BDI","IAPS","implBaseline","full","nocen","pcr",0.114063700364174
"BDI","IAPS","implBaseline","full","nocen","pcr",-0.095549703523989
"BDI","IAPS","implBaseline","full","nocen","pcr",0.0229790683061961
"BDI","IAPS","implBaseline","full","nocen","pcr",0.0350901801099881
"BDI","IAPS","implBaseline","full","nocen","pcr",-0.0567531156545873
"BDI","IAPS","implBaseline","full","nocen","pcr",0.0171405741092296
"BDI","IAPS","implBaseline","full","nocen","pcr",0.133750289852683
"BDI","IAPS","implBaseline","full","nocen","pcr",-0.00423063414214964
"BDI","IAPS","implBaseline","full","nocen","pls",-0.240300589184648
"BDI","IAPS","implBaseline","full","nocen","pls",-0.0117586507912226
"BDI","IAPS","implBaseline","full","nocen","pls",-0.0734366038269013
"BDI","IAPS","implBaseline","full","nocen","pls",-0.0939440964650546
"BDI","IAPS","implBaseline","full","nocen","pls",-0.276218510764745
"BDI","IAPS","implBaseline","full","nocen","pls",-0.141416455795363
"BDI","IAPS","implBaseline","full","nocen","pls",-0.220426517501773
"BDI","IAPS","implBaseline","full","nocen","pls",-0.010068657570203
"BDI","IAPS","implBaseline","full","nocen","pls",-0.109474382312658
"BDI","IAPS","implBaseline","full","nocen","pls",0.124649342664694
"BDI","IAPS","implBaseline","full","nocen","svr",-0.13529914136174
"BDI","IAPS","implBaseline","full","nocen","svr",0.0249866896435938
"BDI","IAPS","implBaseline","full","nocen","svr",-0.117027630932132
"BDI","IAPS","implBaseline","full","nocen","svr",-0.057375462858615
"BDI","IAPS","implBaseline","full","nocen","svr",-0.155519223284412
"BDI","IAPS","implBaseline","full","nocen","svr",-0.0596044511929241
"BDI","IAPS","implBaseline","full","nocen","svr",-0.0366744022000564
"BDI","IAPS","implBaseline","full","nocen","svr",-0.152168271147222
"BDI","IAPS","implBaseline","full","nocen","svr",0.0459432093120623
"BDI","IAPS","implBaseline","full","nocen","svr",-0.0083637280237842
"BDI","IAPS","implBaseline","full","nocen","rf",-0.130649298594764
"BDI","IAPS","implBaseline","full","nocen","rf",0.263979593266114
"BDI","IAPS","implBaseline","full","nocen","rf",0.0118159068556918
"BDI","IAPS","implBaseline","full","nocen","rf",-0.0970775007261025
"BDI","IAPS","implBaseline","full","nocen","rf",0.0121783578289491
"BDI","IAPS","implBaseline","full","nocen","rf",0.251829662549577
"BDI","IAPS","implBaseline","full","nocen","rf",-0.197224378324967
"BDI","IAPS","implBaseline","full","nocen","rf",-0.177109015617584
"BDI","IAPS","implBaseline","full","nocen","rf",-0.10099424123305
"BDI","IAPS","implBaseline","full","nocen","rf",-0.088157140867726
"BDI","IAPS","implBaseline","full","zscor","pcr",0.101330191480543
"BDI","IAPS","implBaseline","full","zscor","pcr",0.0795654400165256
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.100238189234233
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.127467875727008
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.120797434790139
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.0601070581473217
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.00707254507235844
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.145750993580433
"BDI","IAPS","implBaseline","full","zscor","pcr",-0.115493067312768
"BDI","IAPS","implBaseline","full","zscor","pcr",0.0912005782417076
"BDI","IAPS","implBaseline","full","zscor","pls",-0.101814182003194
"BDI","IAPS","implBaseline","full","zscor","pls",-0.0180271680234518
"BDI","IAPS","implBaseline","full","zscor","pls",0.158882520485637
"BDI","IAPS","implBaseline","full","zscor","pls",0.0681956612325565
"BDI","IAPS","implBaseline","full","zscor","pls",0.138400443364415
"BDI","IAPS","implBaseline","full","zscor","pls",-0.16071108962808
"BDI","IAPS","implBaseline","full","zscor","pls",-0.178860180239032
"BDI","IAPS","implBaseline","full","zscor","pls",0.0404586523906549
"BDI","IAPS","implBaseline","full","zscor","pls",-0.11926433131826
"BDI","IAPS","implBaseline","full","zscor","pls",-0.0661060332733594
"BDI","IAPS","implBaseline","full","zscor","svr",-0.369830167058882
"BDI","IAPS","implBaseline","full","zscor","svr",-0.0293436155483965
"BDI","IAPS","implBaseline","full","zscor","svr",-0.052878307062237
"BDI","IAPS","implBaseline","full","zscor","svr",-0.159181341773832
"BDI","IAPS","implBaseline","full","zscor","svr",-0.0485149622347197
"BDI","IAPS","implBaseline","full","zscor","svr",-0.133954066980612
"BDI","IAPS","implBaseline","full","zscor","svr",-0.0162716124347979
"BDI","IAPS","implBaseline","full","zscor","svr",-0.0469705357046955
"BDI","IAPS","implBaseline","full","zscor","svr",-0.135962969538076
"BDI","IAPS","implBaseline","full","zscor","svr",0.0402482999393628
"BDI","IAPS","implBaseline","full","zscor","rf",0.0829730034603887
"BDI","IAPS","implBaseline","full","zscor","rf",-0.115444536521292
"BDI","IAPS","implBaseline","full","zscor","rf",-0.137325743240156
"BDI","IAPS","implBaseline","full","zscor","rf",0.180437486522449
"BDI","IAPS","implBaseline","full","zscor","rf",0.058596431200769
"BDI","IAPS","implBaseline","full","zscor","rf",0.0279335790316407
"BDI","IAPS","implBaseline","full","zscor","rf",-0.0491650755862068
"BDI","IAPS","implBaseline","full","zscor","rf",0.0544719216855538
"BDI","IAPS","implBaseline","full","zscor","rf",-0.0380417483624977
"BDI","IAPS","implBaseline","full","zscor","rf",0.0404728998625817
"BDI","IAPS","implBaseline","train","cente","pcr",0.0313973748963562
"BDI","IAPS","implBaseline","train","cente","pcr",0.0889395227143726
"BDI","IAPS","implBaseline","train","cente","pcr",0.2958012181836
"BDI","IAPS","implBaseline","train","cente","pcr",0.150071118159422
"BDI","IAPS","implBaseline","train","cente","pcr",-0.118274540242198
"BDI","IAPS","implBaseline","train","cente","pcr",0.0635683468994526
"BDI","IAPS","implBaseline","train","cente","pcr",0.0917135642035273
"BDI","IAPS","implBaseline","train","cente","pcr",0.0448214650552697
"BDI","IAPS","implBaseline","train","cente","pcr",0.14832945671461
"BDI","IAPS","implBaseline","train","cente","pcr",-0.263766571816819
"BDI","IAPS","implBaseline","train","cente","pls",-0.13695385902429
"BDI","IAPS","implBaseline","train","cente","pls",-0.00901889521426295
"BDI","IAPS","implBaseline","train","cente","pls",0.272752998054065
"BDI","IAPS","implBaseline","train","cente","pls",0.0287997193227384
"BDI","IAPS","implBaseline","train","cente","pls",0.213240350679152
"BDI","IAPS","implBaseline","train","cente","pls",0.247439553497941
"BDI","IAPS","implBaseline","train","cente","pls",0.0395868600094186
"BDI","IAPS","implBaseline","train","cente","pls",-0.0198368257412241
"BDI","IAPS","implBaseline","train","cente","pls",-0.0544920202499348
"BDI","IAPS","implBaseline","train","cente","pls",0.230169303516606
"BDI","IAPS","implBaseline","train","cente","svr",0.0206111729498679
"BDI","IAPS","implBaseline","train","cente","svr",0.160557059953834
"BDI","IAPS","implBaseline","train","cente","svr",0.271993442815913
"BDI","IAPS","implBaseline","train","cente","svr",-0.294765910324116
"BDI","IAPS","implBaseline","train","cente","svr",0.149761469091523
"BDI","IAPS","implBaseline","train","cente","svr",0.12230021331207
"BDI","IAPS","implBaseline","train","cente","svr",-0.192961512844639
"BDI","IAPS","implBaseline","train","cente","svr",0.0885192849366901
"BDI","IAPS","implBaseline","train","cente","svr",0.0366173629458681
"BDI","IAPS","implBaseline","train","cente","svr",-0.223814115855951
"BDI","IAPS","implBaseline","train","cente","rf",0.102936467304091
"BDI","IAPS","implBaseline","train","cente","rf",-0.193130647053616
"BDI","IAPS","implBaseline","train","cente","rf",0.00608965597018577
"BDI","IAPS","implBaseline","train","cente","rf",0.239433526966088
"BDI","IAPS","implBaseline","train","cente","rf",0.0988691024524121
"BDI","IAPS","implBaseline","train","cente","rf",-0.0284300540238617
"BDI","IAPS","implBaseline","train","cente","rf",0.0848205275492379
"BDI","IAPS","implBaseline","train","cente","rf",-0.152993342511314
"BDI","IAPS","implBaseline","train","cente","rf",0.0410230516920529
"BDI","IAPS","implBaseline","train","cente","rf",-0.0708332586156173
"BDI","IAPS","implBaseline","train","nocen","pcr",0.342949525630019
"BDI","IAPS","implBaseline","train","nocen","pcr",-0.00126625714538825
"BDI","IAPS","implBaseline","train","nocen","pcr",0.0855673738296541
"BDI","IAPS","implBaseline","train","nocen","pcr",-0.0110520086662527
"BDI","IAPS","implBaseline","train","nocen","pcr",0.156435685930215
"BDI","IAPS","implBaseline","train","nocen","pcr",0.130537481719886
"BDI","IAPS","implBaseline","train","nocen","pcr",-0.0845029858055159
"BDI","IAPS","implBaseline","train","nocen","pcr",0.216920101941997
"BDI","IAPS","implBaseline","train","nocen","pcr",-0.0797238365781802
"BDI","IAPS","implBaseline","train","nocen","pcr",-0.0315281445979414
"BDI","IAPS","implBaseline","train","nocen","pls",-0.163473316059044
"BDI","IAPS","implBaseline","train","nocen","pls",-0.0763086408477415
"BDI","IAPS","implBaseline","train","nocen","pls",-0.0510790710117795
"BDI","IAPS","implBaseline","train","nocen","pls",0.0876308955784077
"BDI","IAPS","implBaseline","train","nocen","pls",0.0485227360584309
"BDI","IAPS","implBaseline","train","nocen","pls",0.0371385000137727
"BDI","IAPS","implBaseline","train","nocen","pls",0.160982856439615
"BDI","IAPS","implBaseline","train","nocen","pls",-0.0473784542269268
"BDI","IAPS","implBaseline","train","nocen","pls",-0.105932798088045
"BDI","IAPS","implBaseline","train","nocen","pls",-0.145617869958928
"BDI","IAPS","implBaseline","train","nocen","svr",0.0103275801867692
"BDI","IAPS","implBaseline","train","nocen","svr",-0.0616206245282036
"BDI","IAPS","implBaseline","train","nocen","svr",0.00688229016323545
"BDI","IAPS","implBaseline","train","nocen","svr",-0.0386619660117337
"BDI","IAPS","implBaseline","train","nocen","svr",-0.193954407285999
"BDI","IAPS","implBaseline","train","nocen","svr",0.15277486038924
"BDI","IAPS","implBaseline","train","nocen","svr",-0.181464796302258
"BDI","IAPS","implBaseline","train","nocen","svr",0.177258427272769
"BDI","IAPS","implBaseline","train","nocen","svr",-0.314102992893224
"BDI","IAPS","implBaseline","train","nocen","svr",0.0154378886327332
"BDI","IAPS","implBaseline","train","nocen","rf",0.0405357082602605
"BDI","IAPS","implBaseline","train","nocen","rf",0.0950414057397234
"BDI","IAPS","implBaseline","train","nocen","rf",-0.356061781672738
"BDI","IAPS","implBaseline","train","nocen","rf",0.0104112782511297
"BDI","IAPS","implBaseline","train","nocen","rf",0.128763712963033
"BDI","IAPS","implBaseline","train","nocen","rf",-0.25328513197398
"BDI","IAPS","implBaseline","train","nocen","rf",-0.184228655689145
"BDI","IAPS","implBaseline","train","nocen","rf",0.0651202515923159
"BDI","IAPS","implBaseline","train","nocen","rf",-0.202773946878004
"BDI","IAPS","implBaseline","train","nocen","rf",0.120705678279656
"BDI","IAPS","implBaseline","train","zscor","pcr",0.0130634904398793
"BDI","IAPS","implBaseline","train","zscor","pcr",-0.0693822011755416
"BDI","IAPS","implBaseline","train","zscor","pcr",0.0925848068122814
"BDI","IAPS","implBaseline","train","zscor","pcr",0.0698631132129252
"BDI","IAPS","implBaseline","train","zscor","pcr",-0.0759204762949413
"BDI","IAPS","implBaseline","train","zscor","pcr",0.168983279531391
"BDI","IAPS","implBaseline","train","zscor","pcr",-0.0674503620069915
"BDI","IAPS","implBaseline","train","zscor","pcr",0.0717417786235761
"BDI","IAPS","implBaseline","train","zscor","pcr",-0.0338456387443512
"BDI","IAPS","implBaseline","train","zscor","pcr",0.197169854634963
"BDI","IAPS","implBaseline","train","zscor","pls",-0.0792165615204875
"BDI","IAPS","implBaseline","train","zscor","pls",0.18914014977754
"BDI","IAPS","implBaseline","train","zscor","pls",0.158126815517595
"BDI","IAPS","implBaseline","train","zscor","pls",-0.11271154358857
"BDI","IAPS","implBaseline","train","zscor","pls",-0.0521532621242796
"BDI","IAPS","implBaseline","train","zscor","pls",-0.0762399185402833
"BDI","IAPS","implBaseline","train","zscor","pls",-0.121502646715843
"BDI","IAPS","implBaseline","train","zscor","pls",0.222275473787795
"BDI","IAPS","implBaseline","train","zscor","pls",0.0155606921223002
"BDI","IAPS","implBaseline","train","zscor","pls",-0.161219230716716
"BDI","IAPS","implBaseline","train","zscor","svr",-0.0249962406938951
"BDI","IAPS","implBaseline","train","zscor","svr",0.0513158524462613
"BDI","IAPS","implBaseline","train","zscor","svr",0.0179505324299912
"BDI","IAPS","implBaseline","train","zscor","svr",0.014771597550967
"BDI","IAPS","implBaseline","train","zscor","svr",0.283255171518056
"BDI","IAPS","implBaseline","train","zscor","svr",-0.0782406958408601
"BDI","IAPS","implBaseline","train","zscor","svr",0.0297958519307209
"BDI","IAPS","implBaseline","train","zscor","svr",0.0784450237339703
"BDI","IAPS","implBaseline","train","zscor","svr",0.083812919915173
"BDI","IAPS","implBaseline","train","zscor","svr",0.131643279602862
"BDI","IAPS","implBaseline","train","zscor","rf",-0.0671495272387371
"BDI","IAPS","implBaseline","train","zscor","rf",-0.0522531218148255
"BDI","IAPS","implBaseline","train","zscor","rf",0.362817424102348
"BDI","IAPS","implBaseline","train","zscor","rf",0.224931428063815
"BDI","IAPS","implBaseline","train","zscor","rf",0.1258353643741
"BDI","IAPS","implBaseline","train","zscor","rf",0.178110020463885
"BDI","IAPS","implBaseline","train","zscor","rf",0.1483546178197
"BDI","IAPS","implBaseline","train","zscor","rf",-0.016858808707073
"BDI","IAPS","implBaseline","train","zscor","rf",-0.0156782115299474
"BDI","IAPS","implBaseline","train","zscor","rf",0.0273567317177277
"BDI","IAPS","controlCond","full","cente","pcr",0.13611920496879
"BDI","IAPS","controlCond","full","cente","pcr",-0.116999599117797
"BDI","IAPS","controlCond","full","cente","pcr",0.284509055827774
"BDI","IAPS","controlCond","full","cente","pcr",0.0703482007701747
"BDI","IAPS","controlCond","full","cente","pcr",0.064768753895916
"BDI","IAPS","controlCond","full","cente","pcr",0.0921042168825184
"BDI","IAPS","controlCond","full","cente","pcr",0.149219339092361
"BDI","IAPS","controlCond","full","cente","pcr",0.230721835160256
"BDI","IAPS","controlCond","full","cente","pcr",0.160383155826082
"BDI","IAPS","controlCond","full","cente","pcr",0.0608805127052539
"BDI","IAPS","controlCond","full","cente","pls",-0.0239395974510635
"BDI","IAPS","controlCond","full","cente","pls",0.101960136653713
"BDI","IAPS","controlCond","full","cente","pls",0.0792824756600368
"BDI","IAPS","controlCond","full","cente","pls",-0.101250675759338
"BDI","IAPS","controlCond","full","cente","pls",-0.00649808403759173
"BDI","IAPS","controlCond","full","cente","pls",0.117668024239767
"BDI","IAPS","controlCond","full","cente","pls",0.0730547530560209
"BDI","IAPS","controlCond","full","cente","pls",0.157418966352119
"BDI","IAPS","controlCond","full","cente","pls",-0.00943412442116589
"BDI","IAPS","controlCond","full","cente","pls",0.0472470712640139
"BDI","IAPS","controlCond","full","cente","svr",0.0594044415161359
"BDI","IAPS","controlCond","full","cente","svr",0.202780724223685
"BDI","IAPS","controlCond","full","cente","svr",0.0824657634435644
"BDI","IAPS","controlCond","full","cente","svr",0.0983995823528433
"BDI","IAPS","controlCond","full","cente","svr",0.0818970108190509
"BDI","IAPS","controlCond","full","cente","svr",0.110338823523522
"BDI","IAPS","controlCond","full","cente","svr",-0.0121854667795076
"BDI","IAPS","controlCond","full","cente","svr",0.166870182224953
"BDI","IAPS","controlCond","full","cente","svr",0.0985697249592603
"BDI","IAPS","controlCond","full","cente","svr",0.0506359545451635
"BDI","IAPS","controlCond","full","cente","rf",-0.100927419848709
"BDI","IAPS","controlCond","full","cente","rf",-0.0383497487751875
"BDI","IAPS","controlCond","full","cente","rf",0.00206202929685034
"BDI","IAPS","controlCond","full","cente","rf",0.0467348161412262
"BDI","IAPS","controlCond","full","cente","rf",0.117954928870538
"BDI","IAPS","controlCond","full","cente","rf",0.0478053770718941
"BDI","IAPS","controlCond","full","cente","rf",-0.128324230646024
"BDI","IAPS","controlCond","full","cente","rf",-0.166023999315296
"BDI","IAPS","controlCond","full","cente","rf",-0.0214292263027644
"BDI","IAPS","controlCond","full","cente","rf",0.0426204990689775
"BDI","IAPS","controlCond","full","nocen","pcr",-0.0838878162126933
"BDI","IAPS","controlCond","full","nocen","pcr",0.135458969146828
"BDI","IAPS","controlCond","full","nocen","pcr",0.158437776151442
"BDI","IAPS","controlCond","full","nocen","pcr",-0.124431667600111
"BDI","IAPS","controlCond","full","nocen","pcr",0.17565927589269
"BDI","IAPS","controlCond","full","nocen","pcr",0.105743155110686
"BDI","IAPS","controlCond","full","nocen","pcr",0.131843237049709
"BDI","IAPS","controlCond","full","nocen","pcr",0.0642493299246173
"BDI","IAPS","controlCond","full","nocen","pcr",0.112586220625148
"BDI","IAPS","controlCond","full","nocen","pcr",0.055633554686652
"BDI","IAPS","controlCond","full","nocen","pls",0.0949644522856844
"BDI","IAPS","controlCond","full","nocen","pls",0.434278198142538
"BDI","IAPS","controlCond","full","nocen","pls",0.00336540393249021
"BDI","IAPS","controlCond","full","nocen","pls",-0.0516109871709945
"BDI","IAPS","controlCond","full","nocen","pls",0.0097623856219158
"BDI","IAPS","controlCond","full","nocen","pls",0.0780748272073877
"BDI","IAPS","controlCond","full","nocen","pls",0.0139279036444747
"BDI","IAPS","controlCond","full","nocen","pls",0.0384192362043794
"BDI","IAPS","controlCond","full","nocen","pls",0.177222433468556
"BDI","IAPS","controlCond","full","nocen","pls",-0.0362379984910692
"BDI","IAPS","controlCond","full","nocen","svr",0.20214527101898
"BDI","IAPS","controlCond","full","nocen","svr",-0.0427767933558534
"BDI","IAPS","controlCond","full","nocen","svr",0.109896725232235
"BDI","IAPS","controlCond","full","nocen","svr",0.420920179465839
"BDI","IAPS","controlCond","full","nocen","svr",0.104867202016794
"BDI","IAPS","controlCond","full","nocen","svr",-0.0500104311599847
"BDI","IAPS","controlCond","full","nocen","svr",0.24084146701589
"BDI","IAPS","controlCond","full","nocen","svr",-0.0823707752782536
"BDI","IAPS","controlCond","full","nocen","svr",0.0819779181942333
"BDI","IAPS","controlCond","full","nocen","svr",0.130453792728575
"BDI","IAPS","controlCond","full","nocen","rf",0.143244905639153
"BDI","IAPS","controlCond","full","nocen","rf",-0.0254434975354749
"BDI","IAPS","controlCond","full","nocen","rf",-0.00279391252624624
"BDI","IAPS","controlCond","full","nocen","rf",-0.0119591484237798
"BDI","IAPS","controlCond","full","nocen","rf",0.187224165318179
"BDI","IAPS","controlCond","full","nocen","rf",0.0306472392199669
"BDI","IAPS","controlCond","full","nocen","rf",0.0430742345686988
"BDI","IAPS","controlCond","full","nocen","rf",-0.0140364744391222
"BDI","IAPS","controlCond","full","nocen","rf",0.127640048510307
"BDI","IAPS","controlCond","full","nocen","rf",0.0785194383830741
"BDI","IAPS","controlCond","full","zscor","pcr",0.0306289021617694
"BDI","IAPS","controlCond","full","zscor","pcr",-0.0282793818429581
"BDI","IAPS","controlCond","full","zscor","pcr",0.0824603796723291
"BDI","IAPS","controlCond","full","zscor","pcr",-0.0768634331817296
"BDI","IAPS","controlCond","full","zscor","pcr",0.140115663270143
"BDI","IAPS","controlCond","full","zscor","pcr",-0.0428342162449037
"BDI","IAPS","controlCond","full","zscor","pcr",0.196059690271529
"BDI","IAPS","controlCond","full","zscor","pcr",0.100873948475004
"BDI","IAPS","controlCond","full","zscor","pcr",0.137134052219601
"BDI","IAPS","controlCond","full","zscor","pcr",0.198434187112343
"BDI","IAPS","controlCond","full","zscor","pls",-0.158213896109944
"BDI","IAPS","controlCond","full","zscor","pls",0.0393982501340032
"BDI","IAPS","controlCond","full","zscor","pls",0.0677826769670515
"BDI","IAPS","controlCond","full","zscor","pls",0.0846181361679235
"BDI","IAPS","controlCond","full","zscor","pls",-0.0814238976096572
"BDI","IAPS","controlCond","full","zscor","pls",-0.0272521969247159
"BDI","IAPS","controlCond","full","zscor","pls",0.0523142355842991
"BDI","IAPS","controlCond","full","zscor","pls",0.098159457897684
"BDI","IAPS","controlCond","full","zscor","pls",0.151791420936764
"BDI","IAPS","controlCond","full","zscor","pls",0.0597960804584379
"BDI","IAPS","controlCond","full","zscor","svr",0.152457996743218
"BDI","IAPS","controlCond","full","zscor","svr",0.298107506121778
"BDI","IAPS","controlCond","full","zscor","svr",-0.0954765221062438
"BDI","IAPS","controlCond","full","zscor","svr",0.0519539432017882
"BDI","IAPS","controlCond","full","zscor","svr",0.100351116380542
"BDI","IAPS","controlCond","full","zscor","svr",0.105213991067085
"BDI","IAPS","controlCond","full","zscor","svr",0.121920273552037
"BDI","IAPS","controlCond","full","zscor","svr",0.200168994342656
"BDI","IAPS","controlCond","full","zscor","svr",0.0789649330650927
"BDI","IAPS","controlCond","full","zscor","svr",0.148198228695571
"BDI","IAPS","controlCond","full","zscor","rf",0.04111341221457
"BDI","IAPS","controlCond","full","zscor","rf",0.13604747850474
"BDI","IAPS","controlCond","full","zscor","rf",-0.278819205846406
"BDI","IAPS","controlCond","full","zscor","rf",0.026988829192957
"BDI","IAPS","controlCond","full","zscor","rf",0.216418401700287
"BDI","IAPS","controlCond","full","zscor","rf",0.0925567484875898
"BDI","IAPS","controlCond","full","zscor","rf",0.183511286533054
"BDI","IAPS","controlCond","full","zscor","rf",0.0973334788750988
"BDI","IAPS","controlCond","full","zscor","rf",0.0902887569933672
"BDI","IAPS","controlCond","full","zscor","rf",-0.0480230424676489
"BDI","IAPS","controlCond","train","cente","pcr",0.119676250718846
"BDI","IAPS","controlCond","train","cente","pcr",0.115586738379794
"BDI","IAPS","controlCond","train","cente","pcr",-0.112988794373558
"BDI","IAPS","controlCond","train","cente","pcr",0.224389921335566
"BDI","IAPS","controlCond","train","cente","pcr",-0.152253864872327
"BDI","IAPS","controlCond","train","cente","pcr",-0.128028012359003
"BDI","IAPS","controlCond","train","cente","pcr",-0.133833477087927
"BDI","IAPS","controlCond","train","cente","pcr",0.142830579972612
"BDI","IAPS","controlCond","train","cente","pcr",-0.028285905077207
"BDI","IAPS","controlCond","train","cente","pcr",0.032827451629965
"BDI","IAPS","controlCond","train","cente","pls",-0.0154598163661855
"BDI","IAPS","controlCond","train","cente","pls",0.0339424629585136
"BDI","IAPS","controlCond","train","cente","pls",0.0295854400626356
"BDI","IAPS","controlCond","train","cente","pls",0.185118980808614
"BDI","IAPS","controlCond","train","cente","pls",-0.0622008488935373
"BDI","IAPS","controlCond","train","cente","pls",0.107114797925997
"BDI","IAPS","controlCond","train","cente","pls",0.0529709997250673
"BDI","IAPS","controlCond","train","cente","pls",-0.147810508543806
"BDI","IAPS","controlCond","train","cente","pls",-0.0848109584346313
"BDI","IAPS","controlCond","train","cente","pls",0.241409141974564
"BDI","IAPS","controlCond","train","cente","svr",-0.187685404310531
"BDI","IAPS","controlCond","train","cente","svr",0.0109818016228566
"BDI","IAPS","controlCond","train","cente","svr",-0.205772710919259
"BDI","IAPS","controlCond","train","cente","svr",0.377253521307797
"BDI","IAPS","controlCond","train","cente","svr",0.128762886609939
"BDI","IAPS","controlCond","train","cente","svr",0.00329199414812144
"BDI","IAPS","controlCond","train","cente","svr",0.0267262499086539
"BDI","IAPS","controlCond","train","cente","svr",0.197756689766686
"BDI","IAPS","controlCond","train","cente","svr",-0.0972393411300559
"BDI","IAPS","controlCond","train","cente","svr",0.224670295693581
"BDI","IAPS","controlCond","train","cente","rf",-0.115314454400766
"BDI","IAPS","controlCond","train","cente","rf",-0.0246476470505272
"BDI","IAPS","controlCond","train","cente","rf",-0.0637067288613464
"BDI","IAPS","controlCond","train","cente","rf",0.0315537612233289
"BDI","IAPS","controlCond","train","cente","rf",0.143053006863161
"BDI","IAPS","controlCond","train","cente","rf",-0.145864982004373
"BDI","IAPS","controlCond","train","cente","rf",0.0549253893694759
"BDI","IAPS","controlCond","train","cente","rf",-0.00465017889171223
"BDI","IAPS","controlCond","train","cente","rf",-0.0808182335606463
"BDI","IAPS","controlCond","train","cente","rf",-0.227942105595467
"BDI","IAPS","controlCond","train","nocen","pcr",0.192961089459713
"BDI","IAPS","controlCond","train","nocen","pcr",-0.0710150020533631
"BDI","IAPS","controlCond","train","nocen","pcr",-0.165039491040682
"BDI","IAPS","controlCond","train","nocen","pcr",-0.173587235363101
"BDI","IAPS","controlCond","train","nocen","pcr",-0.100961663366115
"BDI","IAPS","controlCond","train","nocen","pcr",-0.036329905414051
"BDI","IAPS","controlCond","train","nocen","pcr",-0.0998714716004948
"BDI","IAPS","controlCond","train","nocen","pcr",0.0625921111871863
"BDI","IAPS","controlCond","train","nocen","pcr",-0.0643377080126248
"BDI","IAPS","controlCond","train","nocen","pcr",0.0860426240369014
"BDI","IAPS","controlCond","train","nocen","pls",-0.339798714491086
"BDI","IAPS","controlCond","train","nocen","pls",0.115772957505428
"BDI","IAPS","controlCond","train","nocen","pls",0.0630769803024002
"BDI","IAPS","controlCond","train","nocen","pls",0.0432893760245429
"BDI","IAPS","controlCond","train","nocen","pls",-0.151721708213023
"BDI","IAPS","controlCond","train","nocen","pls",-0.0581145695478089
"BDI","IAPS","controlCond","train","nocen","pls",-0.168062242044048
"BDI","IAPS","controlCond","train","nocen","pls",-0.21348178318814
